Tair,Rin,CO2air,Plant Density,day,hour,hour_order,timestep
17.6,46.3275,641.0,30.0,22,21,549,6598
17.3,46.545,641.0,30.0,22,21,549,6599
17.3,46.545,637.0,30.0,22,22,550,6600
16.9,45.8925,634.0,30.0,22,22,550,6601
16.8,45.4575,640.0,30.0,22,22,550,6602
17.1,45.24,637.0,30.0,22,22,550,6603
17.1,45.24,633.000001,30.0,22,22,550,6604
17.2,45.24,637.0,30.0,22,22,550,6605
17.4,45.0225,630.0,30.0,22,22,550,6606
17.4,45.24,641.0,30.0,22,22,550,6607
17.6,45.24,644.999999,30.0,22,22,550,6608
17.6,45.4575,641.0,30.0,22,22,550,6609
17.6,46.11,641.0,30.0,22,22,550,6610
17.9,46.545,637.0,30.0,22,22,550,6611
18.0,46.545,642.999999,30.0,22,23,551,6612
18.3,46.7625,634.000001,30.0,22,23,551,6613
18.3,47.415,640.0,30.0,22,23,551,6614
18.4,48.72,638.0,30.0,22,23,551,6615
18.8,50.2425,637.0,30.0,22,23,551,6616
19.1,50.2425,640.0,30.0,22,23,551,6617
19.5,51.9824997825,637.0,30.0,22,23,551,6618
19.6,54.81,635.0,30.0,22,23,551,6619
19.7,54.8100002175,645.0,30.0,22,23,551,6620
19.9,58.2899997825,644.999999,30.0,22,23,551,6621
20.0,56.5500002175,639.000001,30.0,22,23,551,6622
20.2,55.4625,634.0,30.0,22,23,551,6623
20.1,55.4625,633.0,30.0,23,0,552,6624
20.0,51.9825,636.0,30.0,23,0,552,6625
20.2,53.0699997825,638.0,30.0,23,0,552,6626
20.1,64.5974989125,639.0,30.0,23,0,552,6627
20.4,58.2900002175,636.0,30.0,23,0,552,6628
20.4,50.895000435,640.0,30.0,23,0,552,6629
20.5,66.77249847750001,637.0,30.0,23,0,552,6630
20.5,52.6350019575,638.0,30.0,23,0,552,6631
20.6,59.594999565,633.0,30.0,23,0,552,6632
20.4,55.8975,633.0,30.0,23,0,552,6633
20.5,53.287500435,647.0,30.0,23,0,552,6634
20.5,58.942499347500004,645.0,30.0,23,0,552,6635
20.7,67.85999913,638.000001,30.0,23,1,553,6636
21.0,58.5075002175,636.0,30.0,23,1,553,6637
21.0,53.2875,636.0,30.0,23,1,553,6638
21.0,55.24500087,641.0,30.0,23,1,553,6639
21.1,64.1624989125,639.0,30.0,23,1,553,6640
21.0,56.985000434999996,650.999999,30.0,23,1,553,6641
21.2,57.42,634.0,30.0,23,1,553,6642
21.0,67.64249913,639.0,30.0,23,1,553,6643
21.0,55.46250174,634.000001,30.0,23,1,553,6644
21.2,65.4674989125,636.0,30.0,23,1,553,6645
21.2,65.25,637.0,30.0,23,1,553,6646
21.5,58.9425006525,639.0,30.0,23,1,553,6647
21.7,77.865000435,636.0,30.0,23,2,554,6648
22.0,82.8674993475,639.0,30.0,23,2,554,6649
22.3,73.0800006525,630.000001,30.0,23,2,554,6650
22.5,68.295,635.0,30.0,23,2,554,6651
22.7,69.38250087,636.0,30.0,23,2,554,6652
22.9,83.95499804250001,639.999999,30.0,23,2,554,6653
23.3,68.73000152249999,636.0,30.0,23,2,554,6654
23.4,97.65749913,633.0,30.0,23,2,554,6655
23.9,89.60999934750001,645.0,30.0,23,2,554,6656
24.2,67.425,635.999999,30.0,23,2,554,6657
24.1,67.86,629.000001,30.0,23,2,554,6658
23.7,70.0349997825,635.0,30.0,23,2,554,6659
23.5,92.655,642.0,30.0,23,3,555,6660
24.4,94.1774980425,637.0,30.0,23,3,555,6661
25.1,65.685003915,630.000001,30.0,23,3,555,6662
24.9,85.4774980425,617.000001,30.0,23,3,555,6663
25.1,90.2624997825,626.0,30.0,23,3,555,6664
24.5,97.439999565,620.0,30.0,23,3,555,6665
25.1,87.6524997825,622.0,30.0,23,3,555,6666
25.2,86.5650002175,620.0,30.0,23,3,555,6667
25.2,97.0049993475,599.000001,30.0,23,3,555,6668
25.2,98.31,589.0,30.0,23,3,555,6669
25.6,86.34749913,566.999999,30.0,23,3,555,6670
25.0,74.60250152249999,545.000003,30.0,23,3,555,6671
25.3,85.9124989125,532.000001,30.0,23,4,556,6672
24.8,79.8225002175,527.0,30.0,23,4,556,6673
25.5,68.94750087,518.0,30.0,23,4,556,6674
25.1,95.0474984775,531.000001,30.0,23,4,556,6675
24.7,79.8225019575,538.999999,30.0,23,4,556,6676
25.1,104.39999826,544.0,30.0,23,4,556,6677
25.4,81.1275,553.0,30.0,23,4,556,6678
24.6,94.17749826000001,541.0,30.0,23,4,556,6679
25.4,67.42500348,544.0,30.0,23,4,556,6680
25.2,77.8649989125,548.0,30.0,23,4,556,6681
25.1,102.00749913,560.0,30.0,23,4,556,6682
25.6,78.082499565,574.0,30.0,23,4,556,6683
25.7,66.77250304500001,577.000002,30.0,23,5,557,6684
25.9,96.352496085,598.999997,30.0,23,5,557,6685
25.6,73.9500015225,608.999999,30.0,23,5,557,6686
25.7,73.08,615.0,30.0,23,5,557,6687
25.7,105.269999565,626.0,30.0,23,5,557,6688
25.9,99.6150006525,629.999999,30.0,23,5,557,6689
26.2,71.9925028275,640.999999,30.0,23,5,557,6690
25.4,94.3949993475,648.0,30.0,23,5,557,6691
25.5,73.73250043499999,642.0,30.0,23,5,557,6692
25.4,89.6100002175,641.0,30.0,23,5,557,6693
25.6,91.5674997825,642.0,30.0,23,5,557,6694
25.8,71.77500130499999,637.0,30.0,23,5,557,6695
25.7,86.3475,637.0,30.0,23,6,558,6696
25.5,79.17,629.0,30.0,23,6,558,6697
24.9,79.8225,626.0,30.0,23,6,558,6698
25.1,61.77000174,633.999999,30.0,23,6,558,6699
24.8,59.595,634.0,30.0,23,6,558,6700
24.8,86.565,642.0,30.0,23,6,558,6701
25.1,86.5649976075,635.999999,30.0,23,6,558,6702
24.2,63.292503045000004,629.000001,30.0,23,6,558,6703
24.5,50.24250087,636.999999,30.0,23,6,558,6704
24.0,53.07,647.0,30.0,23,6,558,6705
23.7,62.2049993475,649.0,30.0,23,6,558,6706
23.5,53.2875010875,642.000001,30.0,23,6,558,6707
23.4,66.772498695,637.000001,30.0,23,7,559,6708
23.4,65.0325,630.0,30.0,23,7,559,6709
23.7,62.64,630.000001,30.0,23,7,559,6710
23.7,61.33499913,645.000001,30.0,23,7,559,6711
23.8,53.5050010875,650.999999,30.0,23,7,559,6712
23.5,55.8974997825,645.0,30.0,23,7,559,6713
23.4,55.68,641.0,30.0,23,7,559,6714
23.1,55.68,636.0,30.0,23,7,559,6715
22.9,56.5499997825,636.0,30.0,23,7,559,6716
22.8,56.55,637.0,30.0,23,7,559,6717
22.7,53.287500217499996,634.0,30.0,23,7,559,6718
22.4,54.1575,636.0,30.0,23,7,559,6719
22.2,54.3750006525,640.999999,30.0,23,8,560,6720
22.0,60.0299993475,636.000001,30.0,23,8,560,6721
22.1,57.6375002175,641.0,30.0,23,8,560,6722
22.0,51.765,637.0,30.0,23,8,560,6723
21.5,49.589999999999996,642.0,30.0,23,8,560,6724
21.3,49.589999999999996,640.0,30.0,23,8,560,6725
20.9,48.72,637.0,30.0,23,8,560,6726
20.5,48.285,633.0,30.0,23,8,560,6727
20.4,48.0675,639.0,30.0,23,8,560,6728
20.0,47.415,644.0,30.0,23,8,560,6729
19.8,46.7625,640.000001,30.0,23,8,560,6730
20.2,46.3275,630.000001,30.0,23,8,560,6731
20.7,46.3275,625.0,30.0,23,9,561,6732
21.0,46.3275,644.000001,30.0,23,9,561,6733
21.1,46.3275,658.999998,30.0,23,9,561,6734
21.3,46.3275,649.000001,30.0,23,9,561,6735
21.3,46.3275,652.0,30.0,23,9,561,6736
21.5,46.3275,648.0,30.0,23,9,561,6737
21.2,46.3275,649.0,30.0,23,9,561,6738
21.3,46.545,647.0,30.0,23,9,561,6739
21.3,46.3275,648.0,30.0,23,9,561,6740
21.1,45.8925,649.0,30.0,23,9,561,6741
21.1,46.11,641.0,30.0,23,9,561,6742
21.0,46.545,634.000001,30.0,23,9,561,6743
21.2,46.3275,631.0,30.0,23,10,562,6744
21.0,46.3275,637.0,30.0,23,10,562,6745
20.9,46.545,633.0,30.0,23,10,562,6746
20.9,46.3275,634.000001,30.0,23,10,562,6747
20.6,46.3275,641.999999,30.0,23,10,562,6748
20.7,46.545,641.0,30.0,23,10,562,6749
20.7,44.37,639.0,30.0,23,10,562,6750
20.5,37.409999565,639.0,30.0,23,10,562,6751
20.5,30.015001087499996,638.0,30.0,23,10,562,6752
20.1,22.6200006525,638.0,30.0,23,10,562,6753
20.0,15.007500217499999,639.0,30.0,23,10,562,6754
19.8,7.177499782500001,642.0,30.0,23,10,562,6755
19.4,0.0,646.0,30.0,23,11,563,6756
19.2,0.0,644.0,30.0,23,11,563,6757
18.8,0.0,645.0,30.0,23,11,563,6758
18.4,0.0,645.0,30.0,23,11,563,6759
18.3,0.0,645.0,30.0,23,11,563,6760
17.9,0.0,647.0,30.0,23,11,563,6761
17.7,0.0,645.0,30.0,23,11,563,6762
17.4,0.0,642.0,30.0,23,11,563,6763
17.4,0.0,638.0,30.0,23,11,563,6764
17.2,0.0,638.0,30.0,23,11,563,6765
17.1,0.0,636.0,30.0,23,11,563,6766
16.7,0.0,636.0,30.0,23,11,563,6767
16.9,0.0,634.0,30.0,23,12,564,6768
16.5,0.0,636.0,30.0,23,12,564,6769
16.4,0.0,633.0,30.0,23,12,564,6770
16.4,0.0,629.0,30.0,23,12,564,6771
16.3,0.0,624.0,30.0,23,12,564,6772
16.2,0.0,622.0,30.0,23,12,564,6773
16.1,0.0,622.0,30.0,23,12,564,6774
16.1,0.0,620.0,30.0,23,12,564,6775
15.9,0.0,623.0,30.0,23,12,564,6776
15.9,0.0,619.0,30.0,23,12,564,6777
15.7,0.0,617.0,30.0,23,12,564,6778
15.6,0.0,620.0,30.0,23,12,564,6779
15.6,0.0,617.0,30.0,23,13,565,6780
15.4,0.0,611.0,30.0,23,13,565,6781
15.5,0.0,614.0,30.0,23,13,565,6782
15.5,0.0,611.0,30.0,23,13,565,6783
15.5,0.0,612.0,30.0,23,13,565,6784
15.3,0.0,609.0,30.0,23,13,565,6785
15.3,0.0,612.0,30.0,23,13,565,6786
15.3,0.0,611.0,30.0,23,13,565,6787
15.2,0.0,613.0,30.0,23,13,565,6788
15.1,0.0,609.0,30.0,23,13,565,6789
15.1,0.0,612.0,30.0,23,13,565,6790
14.9,0.0,609.0,30.0,23,13,565,6791
15.1,0.0,607.0,30.0,23,14,566,6792
14.8,0.0,605.0,30.0,23,14,566,6793
14.8,0.0,609.0,30.0,23,14,566,6794
14.7,0.0,609.0,30.0,23,14,566,6795
14.7,0.0,611.0,30.0,23,14,566,6796
14.6,0.0,611.0,30.0,23,14,566,6797
14.6,0.0,611.0,30.0,23,14,566,6798
14.5,0.0,609.0,30.0,23,14,566,6799
14.4,0.0,606.0,30.0,23,14,566,6800
14.4,0.0,606.0,30.0,23,14,566,6801
14.5,0.0,604.0,30.0,23,14,566,6802
14.2,0.0,603.0,30.0,23,14,566,6803
14.2,0.0,605.0,30.0,23,15,567,6804
14.2,0.0,606.0,30.0,23,15,567,6805
14.1,0.0,604.0,30.0,23,15,567,6806
14.0,0.0,605.0,30.0,23,15,567,6807
14.1,0.0,607.0,30.0,23,15,567,6808
14.0,0.0,606.0,30.0,23,15,567,6809
13.9,0.0,609.0,30.0,23,15,567,6810
13.8,0.0,605.000001,30.0,23,15,567,6811
13.6,0.0,607.0,30.0,23,15,567,6812
13.7,0.0,606.0,30.0,23,15,567,6813
13.9,0.0,608.0,30.0,23,15,567,6814
14.1,0.0,610.0,30.0,23,15,567,6815
14.1,0.0,611.0,30.0,23,16,568,6816
14.2,0.0,611.0,30.0,23,16,568,6817
14.3,0.0,612.0,30.0,23,16,568,6818
14.3,0.0,614.0,30.0,23,16,568,6819
14.3,0.0,614.0,30.0,23,16,568,6820
14.3,0.0,615.0,30.0,23,16,568,6821
14.2,0.0,613.0,30.0,23,16,568,6822
14.2,0.0,615.0,30.0,23,16,568,6823
14.1,0.0,615.0,30.0,23,16,568,6824
14.1,0.0,617.0,30.0,23,16,568,6825
14.0,0.0,620.0,30.0,23,16,568,6826
13.9,0.0,620.0,30.0,23,16,568,6827
14.0,0.0,620.0,30.0,23,17,569,6828
13.9,0.0,620.0,30.0,23,17,569,6829
13.8,0.0,619.0,30.0,23,17,569,6830
13.7,0.0,619.0,30.0,23,17,569,6831
13.8,0.0,621.0,30.0,23,17,569,6832
14.0,0.0,624.999999,30.0,23,17,569,6833
14.1,0.0,626.0,30.0,23,17,569,6834
14.2,0.0,628.0,30.0,23,17,569,6835
14.3,0.0,626.0,30.0,23,17,569,6836
14.1,0.0,627.0,30.0,23,17,569,6837
14.2,0.0,626.0,30.0,23,17,569,6838
14.0,0.0,629.0,30.0,23,17,569,6839
14.2,46.545,627.0,30.0,23,18,570,6840
14.6,45.8925,620.0,30.0,23,18,570,6841
14.9,45.8925,617.0,30.0,23,18,570,6842
15.2,45.675,614.0,30.0,23,18,570,6843
15.7,45.675,614.0,30.0,23,18,570,6844
15.8,45.675,612.0,30.0,23,18,570,6845
16.0,45.675,605.999999,30.0,23,18,570,6846
16.1,45.675,598.000001,30.0,23,18,570,6847
16.1,45.4575,605.999999,30.0,23,18,570,6848
16.4,45.675,611.0,30.0,23,18,570,6849
16.5,45.675,631.000001,30.0,23,18,570,6850
16.6,45.675,644.999998,30.0,23,18,570,6851
16.8,45.4575,668.999998,30.0,23,19,571,6852
16.7,45.4575,688.999999,30.0,23,19,571,6853
16.9,45.675,691.0,30.0,23,19,571,6854
16.8,45.675,690.0,30.0,23,19,571,6855
16.9,45.675,689.0,30.0,23,19,571,6856
16.8,45.675,680.000001,30.0,23,19,571,6857
16.8,45.4575,675.0,30.0,23,19,571,6858
17.0,45.675,674.000001,30.0,23,19,571,6859
17.1,45.675,683.999999,30.0,23,19,571,6860
17.1,45.675,689.999999,30.0,23,19,571,6861
17.2,45.4575,689.0,30.0,23,19,571,6862
17.0,45.675,686.0,30.0,23,19,571,6863
17.1,45.4575,681.999999,30.0,23,20,572,6864
17.1,45.4575,676.000001,30.0,23,20,572,6865
17.1,45.4575,678.0,30.0,23,20,572,6866
17.3,45.4575,689.0,30.0,23,20,572,6867
17.2,45.675,686.0,30.0,23,20,572,6868
17.2,45.4575,688.0,30.0,23,20,572,6869
17.1,45.4575,683.000001,30.0,23,20,572,6870
17.4,45.675,680.0,30.0,23,20,572,6871
17.4,45.4575,678.0,30.0,23,20,572,6872
17.6,45.4575,680.0,30.0,23,20,572,6873
17.7,45.675,683.999999,30.0,23,20,572,6874
18.0,45.4575,691.0,30.0,23,20,572,6875
18.1,45.4575,684.0,30.0,23,21,573,6876
18.2,45.24,679.999999,30.0,23,21,573,6877
18.2,45.4575,672.000001,30.0,23,21,573,6878
18.2,45.4575,673.0,30.0,23,21,573,6879
18.1,45.4575,690.999999,30.0,23,21,573,6880
18.2,45.4575,689.0,30.0,23,21,573,6881
18.2,45.4575,687.999999,30.0,23,21,573,6882
17.5,45.24,683.000001,30.0,23,21,573,6883
16.9,45.24,685.0,30.0,23,21,573,6884
16.3,45.24,677.0,30.0,23,21,573,6885
17.0,45.0225,675.0,30.0,23,21,573,6886
17.3,45.24,673.0,30.0,23,21,573,6887
17.5,44.805,677.0,30.0,23,22,574,6888
17.0,44.37,682.0,30.0,23,22,574,6889
17.0,44.152499999999996,678.0,30.0,23,22,574,6890
17.1,44.152499999999996,677.0,30.0,23,22,574,6891
17.6,44.152499999999996,678.0,30.0,23,22,574,6892
18.0,44.152499999999996,675.0,30.0,23,22,574,6893
18.1,43.935,681.0,30.0,23,22,574,6894
18.3,44.152499999999996,680.0,30.0,23,22,574,6895
18.4,44.5875,675.000001,30.0,23,22,574,6896
18.4,45.24,678.0,30.0,23,22,574,6897
18.4,45.4575,678.0,30.0,23,22,574,6898
18.7,45.675,678.0,30.0,23,22,574,6899
19.3,46.545,678.0,30.0,23,23,575,6900
19.9,46.7625,679.0,30.0,23,23,575,6901
20.4,47.6325,681.0,30.0,23,23,575,6902
20.6,48.0675,680.0,30.0,23,23,575,6903
20.7,48.5025,672.000001,30.0,23,23,575,6904
20.7,49.155,684.999998,30.0,23,23,575,6905
20.8,49.3725,677.000001,30.0,23,23,575,6906
20.8,49.8075,672.0,30.0,23,23,575,6907
21.0,50.2425,678.0,30.0,23,23,575,6908
20.7,50.6775,679.0,30.0,23,23,575,6909
20.9,51.5474997825,678.0,30.0,23,23,575,6910
20.8,52.2,678.0,30.0,23,23,575,6911
20.9,52.635,678.0,30.0,24,0,576,6912
20.9,55.6800002175,673.000001,30.0,24,0,576,6913
20.9,57.4199997825,682.999999,30.0,24,0,576,6914
20.7,57.42,683.0,30.0,24,0,576,6915
21.0,56.985,678.0,30.0,24,0,576,6916
21.0,56.985,672.0,30.0,24,0,576,6917
21.0,56.55,680.0,30.0,24,0,576,6918
21.1,56.7675,680.0,30.0,24,0,576,6919
21.1,56.7675,676.0,30.0,24,0,576,6920
21.2,57.42,684.0,30.0,24,0,576,6921
21.7,57.6375,675.0,30.0,24,0,576,6922
21.8,58.0725,681.999999,30.0,24,0,576,6923
22.1,58.5075,680.0,30.0,24,1,577,6924
22.4,58.725,670.0,30.0,24,1,577,6925
22.6,59.595,668.0,30.0,24,1,577,6926
22.7,59.595,673.000001,30.0,24,1,577,6927
23.1,60.03,678.999999,30.0,24,1,577,6928
23.2,60.2475,678.0,30.0,24,1,577,6929
23.5,60.6825,681.0,30.0,24,1,577,6930
23.8,60.6825,675.0,30.0,24,1,577,6931
24.0,61.335,676.0,30.0,24,1,577,6932
24.2,61.5525,653.000002,30.0,24,1,577,6933
24.5,61.9875,648.0,30.0,24,1,577,6934
24.3,62.4225,645.0,30.0,24,1,577,6935
24.2,62.64,630.999999,30.0,24,2,578,6936
24.3,62.8575,624.000001,30.0,24,2,578,6937
24.6,63.51,620.0,30.0,24,2,578,6938
24.8,63.51,613.0,30.0,24,2,578,6939
24.6,63.7275,604.999999,30.0,24,2,578,6940
24.8,64.1625,595.000001,30.0,24,2,578,6941
25.3,64.38,596.0,30.0,24,2,578,6942
25.1,65.0325,578.000001,30.0,24,2,578,6943
24.2,66.3375,575.0,30.0,24,2,578,6944
25.1,65.685,563.000002,30.0,24,2,578,6945
26.0,66.5549997825,584.999997,30.0,24,2,578,6946
25.4,66.7725,565.000001,30.0,24,2,578,6947
24.8,67.6425,562.0,30.0,24,3,579,6948
25.6,67.86,540.000001,30.0,24,3,579,6949
26.1,67.425,552.999998,30.0,24,3,579,6950
25.1,67.86,546.000001,30.0,24,3,579,6951
24.5,69.6,526.000001,30.0,24,3,579,6952
25.5,69.3825,506.000002,30.0,24,3,579,6953
26.2,69.165,563.999996,30.0,24,3,579,6954
26.0,69.8175,529.000005,30.0,24,3,579,6955
24.6,71.34,520.000001,30.0,24,3,579,6956
25.2,71.99249999999999,495.0,30.0,24,3,579,6957
26.1,69.3825,520.0,30.0,24,3,579,6958
25.9,69.8175,522.0,30.0,24,3,579,6959
24.3,72.6449997825,504.000002,30.0,24,4,580,6960
25.4,71.775,479.000001,30.0,24,4,580,6961
26.1,71.34,508.0,30.0,24,4,580,6962
26.2,71.55750021749999,513.999999,30.0,24,4,580,6963
24.9,73.0799997825,503.000001,30.0,24,4,580,6964
25.7,71.99249999999999,470.000002,30.0,24,4,580,6965
26.2,71.1225,511.0,30.0,24,4,580,6966
25.7,71.3400002175,503.999999,30.0,24,4,580,6967
23.8,73.5149997825,496.000001,30.0,24,4,580,6968
25.2,73.7325,468.000003,30.0,24,4,580,6969
26.5,72.4275,489.999999,30.0,24,4,580,6970
25.8,72.4275002175,505.999999,30.0,24,4,580,6971
24.3,76.56,487.999998,30.0,24,5,581,6972
25.2,76.56,465.000003,30.0,24,5,581,6973
25.9,75.4725,497.999998,30.0,24,5,581,6974
25.2,74.1675,498.0,30.0,24,5,581,6975
24.1,78.3,480.999999,30.0,24,5,581,6976
25.2,76.7775002175,473.000001,30.0,24,5,581,6977
25.7,76.125,503.999997,30.0,24,5,581,6978
24.1,74.6025,498.0,30.0,24,5,581,6979
23.8,73.514999565,492.0,30.0,24,5,581,6980
25.0,62.64,504.0,30.0,24,5,581,6981
24.8,61.7700002175,503.0,30.0,24,5,581,6982
23.2,62.8575,494.000001,30.0,24,5,581,6983
24.0,67.6425,498.0,30.0,24,6,582,6984
24.1,62.2050002175,506.0,30.0,24,6,582,6985
23.7,65.684999565,511.999999,30.0,24,6,582,6986
23.3,65.9025,500.000001,30.0,24,6,582,6987
23.7,65.685,514.999999,30.0,24,6,582,6988
23.9,65.0325,517.0,30.0,24,6,582,6989
23.1,62.640000435,512.999998,30.0,24,6,582,6990
23.1,67.85999934750001,490.000003,30.0,24,6,582,6991
23.4,65.9025002175,519.999998,30.0,24,6,582,6992
23.8,66.3375,512.0,30.0,24,6,582,6993
24.3,65.9025,520.000001,30.0,24,6,582,6994
24.4,66.3375,539.999997,30.0,24,6,582,6995
24.9,64.1625002175,555.999998,30.0,24,7,583,6996
24.1,62.4225,555.0,30.0,24,7,583,6997
24.2,60.03,559.0,30.0,24,7,583,6998
24.3,59.1599997825,567.0,30.0,24,7,583,6999
24.2,56.115000435,569.0,30.0,24,7,583,7000
23.9,57.6375,573.0,30.0,24,7,583,7001
23.8,58.0725,581.0,30.0,24,7,583,7002
23.8,56.985,594.0,30.0,24,7,583,7003
23.7,55.897500217499996,599.999999,30.0,24,7,583,7004
23.7,54.3750002175,601.0,30.0,24,7,583,7005
23.4,52.2,618.999999,30.0,24,7,583,7006
23.2,53.2875,632.0,30.0,24,7,583,7007
22.9,52.2,643.000001,30.0,24,8,584,7008
22.8,52.4175,648.999999,30.0,24,8,584,7009
22.6,51.765,664.999999,30.0,24,8,584,7010
22.4,50.895,674.0,30.0,24,8,584,7011
22.3,50.2425,689.0,30.0,24,8,584,7012
22.0,49.8075,688.0,30.0,24,8,584,7013
21.8,49.155,688.0,30.0,24,8,584,7014
21.6,48.72,683.0,30.0,24,8,584,7015
21.2,48.0675,675.0,30.0,24,8,584,7016
21.0,47.6325,683.0,30.0,24,8,584,7017
20.4,46.7625002175,684.0,30.0,24,8,584,7018
20.3,46.11,678.0,30.0,24,8,584,7019
20.1,45.675,672.0,30.0,24,9,585,7020
20.2,45.675,663.0,30.0,24,9,585,7021
20.8,45.4575,658.000001,30.0,24,9,585,7022
21.1,45.4575,672.999998,30.0,24,9,585,7023
21.3,45.4575,683.0,30.0,24,9,585,7024
21.3,45.4575,689.0,30.0,24,9,585,7025
21.2,45.4575,688.0,30.0,24,9,585,7026
21.2,45.4575,688.0,30.0,24,9,585,7027
21.1,45.4575,680.000001,30.0,24,9,585,7028
21.1,45.4575,680.0,30.0,24,9,585,7029
20.9,45.4575,672.0,30.0,24,9,585,7030
21.1,45.4575,666.000001,30.0,24,9,585,7031
20.9,45.4575,678.999999,30.0,24,10,586,7032
20.9,45.4575,682.0,30.0,24,10,586,7033
20.5,45.4575,693.0,30.0,24,10,586,7034
20.6,45.4575,686.0,30.0,24,10,586,7035
20.5,45.4575,685.0,30.0,24,10,586,7036
20.5,45.4575,672.000001,30.0,24,10,586,7037
20.4,45.4575,678.0,30.0,24,10,586,7038
20.3,38.062499565,670.000001,30.0,24,10,586,7039
20.2,30.667501087499996,680.999999,30.0,24,10,586,7040
20.1,23.707500652500002,685.999999,30.0,24,10,586,7041
19.8,16.0950002175,700.0,30.0,24,10,586,7042
19.4,8.2649997825,694.0,30.0,24,10,586,7043
18.9,0.0,693.999999,30.0,24,11,587,7044
18.4,0.0,689.000001,30.0,24,11,587,7045
18.1,0.0,685.0,30.0,24,11,587,7046
17.7,0.0,684.0,30.0,24,11,587,7047
17.8,0.0,685.0,30.0,24,11,587,7048
17.4,0.0,678.000001,30.0,24,11,587,7049
17.1,0.0,677.0,30.0,24,11,587,7050
16.8,0.0,680.0,30.0,24,11,587,7051
16.8,0.0,675.0,30.0,24,11,587,7052
16.6,0.0,671.999999,30.0,24,11,587,7053
16.5,0.0,665.000001,30.0,24,11,587,7054
16.4,0.0,665.0,30.0,24,11,587,7055
16.2,0.0,658.0,30.0,24,12,588,7056
16.1,0.0,656.0,30.0,24,12,588,7057
15.9,0.0,654.0,30.0,24,12,588,7058
15.8,0.0,648.000001,30.0,24,12,588,7059
15.7,0.0,652.0,30.0,24,12,588,7060
15.7,0.0,651.0,30.0,24,12,588,7061
15.4,0.0,645.0,30.0,24,12,588,7062
15.3,0.0,641.000001,30.0,24,12,588,7063
15.2,0.0,637.0,30.0,24,12,588,7064
15.2,0.0,631.0,30.0,24,12,588,7065
15.0,0.0,629.0,30.0,24,12,588,7066
14.9,0.0,627.0,30.0,24,12,588,7067
14.9,0.0,627.0,30.0,24,13,589,7068
14.9,0.0,625.0,30.0,24,13,589,7069
14.9,0.0,624.0,30.0,24,13,589,7070
14.7,0.0,621.999999,30.0,24,13,589,7071
15.0,0.0,616.000001,30.0,24,13,589,7072
14.7,0.0,617.0,30.0,24,13,589,7073
14.6,0.0,614.0,30.0,24,13,589,7074
14.4,0.0,611.0,30.0,24,13,589,7075
14.4,0.0,606.000001,30.0,24,13,589,7076
14.3,0.0,605.0,30.0,24,13,589,7077
14.4,0.0,607.0,30.0,24,13,589,7078
14.2,0.0,603.0,30.0,24,13,589,7079
14.2,0.0,605.999999,30.0,24,14,590,7080
14.1,0.0,601.000001,30.0,24,14,590,7081
13.9,0.0,599.0,30.0,24,14,590,7082
14.0,0.0,599.0,30.0,24,14,590,7083
14.0,0.0,599.0,30.0,24,14,590,7084
13.9,0.0,594.000001,30.0,24,14,590,7085
13.8,0.0,598.0,30.0,24,14,590,7086
13.8,0.0,600.0,30.0,24,14,590,7087
13.7,0.0,600.0,30.0,24,14,590,7088
13.8,0.0,603.0,30.0,24,14,590,7089
13.9,0.0,600.0,30.0,24,14,590,7090
14.0,0.0,600.0,30.0,24,14,590,7091
14.3,0.0,604.0,30.0,24,15,591,7092
14.2,0.0,601.0,30.0,24,15,591,7093
14.1,0.0,600.0,30.0,24,15,591,7094
14.3,0.0,601.0,30.0,24,15,591,7095
14.1,0.0,606.0,30.0,24,15,591,7096
14.1,0.0,603.0,30.0,24,15,591,7097
14.1,0.0,605.0,30.0,24,15,591,7098
14.0,0.0,605.0,30.0,24,15,591,7099
14.0,0.0,605.0,30.0,24,15,591,7100
14.0,0.0,609.0,30.0,24,15,591,7101
13.8,0.0,605.0,30.0,24,15,591,7102
13.9,0.0,606.0,30.0,24,15,591,7103
13.8,0.0,606.0,30.0,24,16,592,7104
13.7,0.0,607.0,30.0,24,16,592,7105
13.8,0.0,606.0,30.0,24,16,592,7106
13.8,0.0,611.0,30.0,24,16,592,7107
13.9,0.0,611.0,30.0,24,16,592,7108
14.0,0.0,614.0,30.0,24,16,592,7109
13.9,0.0,612.0,30.0,24,16,592,7110
13.9,0.0,611.0,30.0,24,16,592,7111
13.8,0.0,614.0,30.0,24,16,592,7112
13.8,0.0,614.0,30.0,24,16,592,7113
13.8,0.0,612.0,30.0,24,16,592,7114
13.9,0.0,619.0,30.0,24,16,592,7115
13.8,0.0,619.0,30.0,24,17,593,7116
13.8,0.0,617.0,30.0,24,17,593,7117
13.8,0.0,622.0,30.0,24,17,593,7118
13.8,0.0,624.0,30.0,24,17,593,7119
13.7,0.0,620.0,30.0,24,17,593,7120
13.8,0.0,620.0,30.0,24,17,593,7121
13.7,0.0,622.0,30.0,24,17,593,7122
13.8,0.0,619.0,30.0,24,17,593,7123
13.9,0.0,623.0,30.0,24,17,593,7124
14.0,0.0,625.0,30.0,24,17,593,7125
14.1,0.0,625.0,30.0,24,17,593,7126
13.9,0.0,626.0,30.0,24,17,593,7127
13.9,0.0,629.0,30.0,24,18,594,7128
14.1,46.7625,628.999999,30.0,24,18,594,7129
14.2,46.3275,619.000001,30.0,24,18,594,7130
